GEOID,pop_total,pop_white,pop_poc,STATEFP,county,pop_aian,pop_black,pop_asian,pop_pacific,pop_other,pop_2
300830704002,1027,620,407,30,083,50,0,0,0,0,357
300830704003,700,689,11,30,083,0,0,0,0,0,11
300850801002,745,636,109,30,085,44,4,0,0,3,58
300859400011,697,296,401,30,085,319,0,18,0,9,55
300859400013,1161,166,995,30,085,991,0,0,0,0,4
300859400014,1079,697,382,30,085,274,0,52,0,0,56
300859400021,1199,249,950,30,085,910,4,0,0,0,36
300859400022,1615,619,996,30,085,935,0,0,0,0,61
300870001001,691,680,11,30,087,7,0,0,0,0,4
300870001002,1425,1140,285,30,087,25,0,3,0,107,150
300870002002,635,393,242,30,087,183,0,0,0,0,59
300870003001,1216,885,331,30,087,39,0,0,0,175,117
300879404001,2314,67,2247,30,087,2232,8,0,0,0,7
300890001001,1497,1394,103,30,089,30,0,24,0,0,49
300890001002,1513,1456,57,30,089,21,7,1,0,0,28
300890002011,1083,1061,22,30,089,3,10,0,0,0,9
300890002012,926,919,7,30,089,7,0,0,0,0,0
300890002022,913,894,19,30,089,19,0,0,0,0,0
300890002023,1276,1172,104,30,089,6,14,14,0,0,70
300899403001,774,478,296,30,089,234,0,0,2,6,54
300899403002,1343,1097,246,30,089,109,0,6,0,19,112
300910902002,810,802,8,30,091,8,0,0,0,0,0
300910902003,797,738,59,30,091,1,0,15,0,0,43
300930001011,1140,1087,53,30,093,0,0,0,0,0,53
300930001012,512,363,149,30,093,70,0,0,0,0,79
300930002001,913,591,322,30,093,216,29,77,0,0,0
300930001022,1325,936,389,30,093,212,0,0,5,0,172
300930001023,827,780,47,30,093,40,0,0,0,0,7
300930001024,335,335,0,30,093,0,0,0,0,0,0
300930002002,521,521,0,30,093,0,0,0,0,0,0
300930002003,645,494,151,30,093,2,0,22,0,0,127
300930002004,1398,1376,22,30,093,1,21,0,0,0,0
300930002005,1427,1346,81,30,093,70,0,0,0,0,11
300930003001,847,837,10,30,093,0,0,0,0,0,10
300930003002,832,736,96,30,093,37,0,0,0,0,59
300930003003,1003,1001,2,30,093,2,0,0,0,0,0
300930004001,1641,1564,77,30,093,0,0,0,0,0,77
300930004002,1334,1239,95,30,093,0,5,0,0,0,90
300930004003,1113,1026,87,30,093,3,39,0,0,0,45
300930005001,464,459,5,30,093,1,0,0,0,0,4
300930005002,1074,996,78,30,093,35,0,0,0,0,43
300930005004,738,706,32,30,093,0,0,0,0,0,32
300930005005,941,934,7,30,093,0,0,0,0,7,0
300930006001,1090,1090,0,30,093,0,0,0,0,0,0
300930006002,674,641,33,30,093,4,0,0,0,29,0
300930006004,543,482,61,30,093,0,0,0,0,38,23
300930006005,764,764,0,30,093,0,0,0,0,0,0
300930007001,846,816,30,30,093,1,0,0,0,0,29
300930007003,1491,1491,0,30,093,0,0,0,0,0,0
300930008001,961,880,81,30,093,31,0,37,0,0,13
300930008003,1082,1073,9,30,093,0,0,8,0,0,1
300930008004,1871,1759,112,30,093,23,0,89,0,0,0
300959664001,2015,1863,152,30,095,23,0,1,0,8,120
300959664002,524,513,11,30,095,0,0,11,0,0,0
300959665001,1048,987,61,30,095,38,0,0,0,0,23
300959665002,1077,1049,28,30,095,15,1,5,0,0,7
300959666002,746,723,23,30,095,5,0,0,0,0,18
300979670001,796,764,32,30,097,32,0,0,0,0,0
300979670003,656,656,0,30,097,0,0,0,0,0,0
300979670004,927,838,89,30,097,15,0,9,0,0,65
300990001001,785,744,41,30,099,3,0,0,0,0,38
300990001002,1056,1009,47,30,099,9,3,0,0,2,33
300990002002,1226,1150,76,30,099,0,14,7,0,0,55
300990003001,927,831,96,30,099,17,31,0,0,0,48
301010001001,743,717,26,30,101,8,0,14,0,0,4
301010002001,661,618,43,30,101,4,0,4,0,0,35
301039635001,614,608,6,30,103,1,0,5,0,0,0
301010002002,629,508,121,30,101,121,0,0,0,0,0
301010002004,570,480,90,30,101,86,0,4,0,0,0
301010002005,580,526,54,30,101,22,0,0,0,0,32
301051001001,689,650,39,30,105,31,0,0,0,4,4
301051001002,782,728,54,30,105,12,0,0,10,4,28
301051005001,1002,922,80,30,105,25,0,0,0,0,55
301051005002,1082,998,84,30,105,11,4,0,0,0,69
301051005003,851,729,122,30,105,32,24,0,0,0,66
301059406001,753,630,123,30,105,32,0,10,0,0,81
301059406002,956,416,540,30,105,527,0,4,0,0,9
301059406003,1309,1252,57,30,105,22,2,1,0,1,31
301070001001,1188,1188,0,30,107,0,0,0,0,0,0
301070001002,950,870,80,30,107,17,0,17,0,0,46
301090001001,1037,1020,17,30,109,12,0,5,0,0,0
301110002001,1325,832,493,30,111,346,19,18,0,16,94
301110002002,1829,1331,498,30,111,277,1,0,0,23,197
301110002003,566,184,382,30,111,94,36,24,0,23,205
301110003001,569,391,178,30,111,83,34,0,0,39,22
301110003003,566,484,82,30,111,57,7,0,0,0,18
301110004011,1139,740,399,30,111,203,0,61,0,0,135
301110004012,1540,1438,102,30,111,78,0,0,2,16,6
301110004022,1172,1082,90,30,111,78,0,0,0,12,0
301110004023,949,692,257,30,111,85,44,0,0,57,71
301110005002,1266,1228,38,30,111,1,0,0,0,0,37
301110005003,1228,1147,81,30,111,17,0,22,0,0,42
301110006001,1043,964,79,30,111,8,17,39,0,0,15
301110006002,1318,1096,222,30,111,18,33,157,4,0,10
301110007011,2560,2420,140,30,111,110,0,0,0,0,30
301110007012,1560,1560,0,30,111,0,0,0,0,0,0
301110007041,999,830,169,30,111,0,0,0,0,0,169
301110007042,1301,1195,106,30,111,24,0,30,0,0,52
301110007051,1419,1065,354,30,111,57,96,0,0,4,197
301110007052,1025,907,118,30,111,40,0,6,0,15,57
301110007061,907,861,46,30,111,46,0,0,0,0,0
301110007062,1069,1069,0,30,111,0,0,0,0,0,0
301110007064,1268,1207,61,30,111,0,0,0,0,0,61
301110007071,1299,962,337,30,111,227,0,93,0,0,17
301110007073,1000,948,52,30,111,0,0,0,0,28,24
301110007074,2372,1920,452,30,111,265,0,13,0,0,174
301110008001,1468,1059,409,30,111,71,0,0,0,236,102
301110009021,1626,1402,224,30,111,141,12,0,0,43,28
301110008002,2058,1977,81,30,111,6,0,0,0,0,75
301110009011,778,720,58,30,111,18,0,0,0,0,40
301110009012,1121,794,327,30,111,115,0,18,0,43,151
301110009022,1032,774,258,30,111,114,0,0,0,50,94
301110009024,2301,1422,879,30,111,357,244,17,0,162,99
301110010002,390,370,20,30,111,0,0,0,0,0,20
301110010003,608,576,32,30,111,0,0,0,2,30,0
301110010004,1320,1040,280,30,111,126,0,154,0,0,0
301110010005,807,740,67,30,111,0,26,0,0,22,19
301110011001,1909,1462,447,30,111,331,0,46,0,0,70
301110011002,1259,1144,115,30,111,0,51,0,0,0,64
301110011003,476,443,33,30,111,0,0,0,0,0,33
301110011004,1145,936,209,30,111,0,24,0,0,0,185
301110012001,1294,1073,221,30,111,0,99,10,0,0,112
301110012002,2101,1873,228,30,111,113,26,45,0,0,44
301110013001,1656,1541,115,30,111,0,0,0,0,0,115
301110013002,1143,1082,61,30,111,0,0,0,0,0,61
301110013003,916,890,26,30,111,8,18,0,0,0,0
301110013004,1043,1037,6,30,111,0,0,6,0,0,0
301110013005,1024,849,175,30,111,0,0,36,0,0,139
301110014022,1630,1559,71,30,111,38,0,0,0,0,33
301110014023,576,576,0,30,111,0,0,0,0,0,0
301110014031,1279,1191,88,30,111,31,16,0,0,0,41
301110014033,2164,2111,53,30,111,24,0,0,0,0,29
301110014041,3676,2901,775,30,111,0,300,0,0,234,241
301110014043,1341,1325,16,30,111,4,0,3,0,0,9
301110014044,2332,2318,14,30,111,0,0,0,0,0,14
301110015012,1522,1373,149,30,111,149,0,0,0,0,0
301110015013,1106,992,114,30,111,23,0,0,0,0,91
301110015022,1645,1480,165,30,111,103,0,0,0,0,62
301110015023,2171,2163,8,30,111,0,0,0,0,8,0
301110017022,606,606,0,30,111,0,0,0,0,0,0
301110017023,991,888,103,30,111,1,0,48,0,0,54
301110017031,1493,1481,12,30,111,12,0,0,0,0,0
301110017032,1858,1607,251,30,111,15,0,0,0,18,218
301110017041,1192,848,344,30,111,139,33,0,0,71,101
301110017042,892,801,91,30,111,16,0,0,0,0,75
301110017044,1649,1634,15,30,111,0,0,15,0,0,0
301110018011,2603,2529,74,30,111,0,0,0,0,0,74
301110018013,1455,1455,0,30,111,0,0,0,0,0,0
